start	end	text
4269120	4272880	by anchoring the reference of this here and now to the I.
4272920	4276200	So I could write those out, those indexical expressions,
4276200	4279280	indexical clauses, using I, but I won't bother,
4279280	4281760	because we can all see what the problem is gonna be.
4281760	4286760	The problem is going to be that I itself is an indexical.
4287600	4292600	I, as uttered by any subject S, refers to S.
4293480	4297000	So Hegel will say I is a universal.
4297000	4301840	I refers indifferently to every subject that can say I.
4303320	4306760	Or, if we take the more contemporary conception
4306760	4308320	on which it's an indexical,
4309360	4314360	that cannot be within the content of what consciousness knows.
4314680	4318480	Consciousness is explanation of how it knows its object
4318480	4319760	cannot go by universals.
4321360	4326040	So now Hegel says that this is the bottom of 102,
4326040	4329800	oh he's saying 101, this just expresses this idea
4329800	4332480	of tying, of using the I to anchor
4332480	4334880	the reference of here and now.
4334880	4336960	Now is daytime, because I see it.
4336960	4339320	Here is a tree for precisely the same reason,
4339320	4341080	however sensuous certainty experiences
4341080	4343520	in these relationships, the same dialectic
4343520	4345760	as it did within the preceding relationships.
4345760	4349240	I, this, see the tree and assert the tree to be tree,
4349240	4350800	to be here.
4350800	4352760	Now, properly speaking, it doesn't assert anything
4352760	4354400	to be here, that's 8%.
4354400	4356240	However, another I sees the house
4356240	4359360	and asserts that there is no tree here, but rather a house.
4359360	4361480	Both truths have the same warrants,
4361480	4363840	namely the immediacy of seeing and the surety
4363840	4366320	and the seerons, which both have about their knowing,
4366320	4368840	however one vanishes into the other.
4368840	4372400	So I see a house, Christa sees a tree,
4372400	4374520	I see a house, I see a tree.
4379200	4381080	They can't both be right.
4381080	4384320	And sensuous certainty, or let's see, I see a tree,
4384320	4387960	I see a non-tree, or I don't see a tree.
4388800	4390320	They can't both be right,
4390320	4393000	and sensuous certainty doesn't have the means
4393000	4395680	to distinguish the two in the way we would by saying,
4395680	4398760	when I say I see a tree, it means Nick Stang sees a tree.
4398760	4401000	And when Christa says I see a non-tree,
4401000	4402560	it means Christa sees a tree,
4402560	4404800	because that would involve having the distinction
4404800	4408240	between the universal, one who can say I,
4408240	4410640	and particular people who can say I.
4410640	4413480	Okay, 102, the beginning of 102,
4413480	4415880	I've already explained what's going on.
4415880	4418760	So then at the very bottom of page 63,
4418760	4421120	however much this demand is set before science
4421120	4422880	as its touchstone,
4422880	4425160	a demand which it would surely not last out,
4425160	4427880	namely the deduce, construct, find a priori,
4427880	4429960	however one wishes to express it,
4429960	4432760	a so-called this thing, or this person,
4432760	4435520	still it is reasonable that the demand should state
4435520	4438000	which of the many things this thing,
4438000	4440680	or which of the eyes this I means,
4440680	4442840	but it is impossible to state this.
4442840	4445840	So sensuous certainty says,
4445840	4447920	what it knows is this here now,
4447920	4450680	but it cannot, compatible with its own shape or consciousness,
4450680	4452960	say which thing it knows.
4454520	4456680	And so either it knows the universal,
4456680	4459160	which is what it says, but it doesn't want to say that,
4459160	4460720	it doesn't mean to say that,
4460720	4462880	or it needs to be modified.
4463880	4467520	Okay, 103, sensuous certainty therefore learns
4467520	4470640	from experience in the technical Hegelian sense
4470640	4474080	that its essence is neither in the object nor in the eye,
4474080	4476720	and in the immediacy is in immediacy
4476720	4479600	of neither one or the other of them.
4479600	4483000	For in both, what I mean is instead what is inessential,
4483000	4484760	and the object and eye are universals
4484760	4486280	in which the now and the human eye
4486280	4488680	that me and do not endure are not.
4488680	4491360	So it's tried making the object be essential,
4491360	4493280	a thing that determines what knowing is,
4493280	4497480	it's tried making itself the essential
4497480	4500400	by using it to anchor the reference of here and now,
4500760	4502120	neither worked.
4502120	4505200	We thereby come to posit the whole of sensuous certainty
4505200	4507320	itself as its essence,
4507320	4509920	and no longer only as a moment of sensuous certainty
4509920	4511600	as happened in both cases,
4511600	4513200	in which at first the object approaches the eye,
4513200	4514680	and the eye itself reaches supposed to be
4514680	4516320	the reality of sensuous certainty.
4516320	4519080	It is thus only the whole of sensuous certainty itself,
4519080	4521240	which links tenaciously in such sensuous certainty
4521240	4523800	to immediacy, in which thereby excludes from itself
4523800	4526240	all the opposition that took place in what proceeding.
4526240	4527400	So sensuous certainty realizes,
4527400	4530120	okay, I tried making the object the essence,
4530120	4532000	I tried making myself the essence, neither worked.
4532000	4533640	So you need to think of it,
4533640	4534960	they're both essential or neither.
4534960	4538320	I'm not gonna talk about essence anymore.
4538320	4541320	So I'm just gonna take sensuous certainty itself.
4541320	4544840	This situation of I know this,
4544840	4546560	that's gonna be the whole thing.
4546560	4549200	This pure immediacy therefore no longer has any concern
4549200	4551520	with the otherness of the here as a tree,
4551520	4553360	which is a here that is a non-tree,
4553360	4555640	nor with the otherness of now as daytime,
4555640	4557840	and which passes over into a now that is night,
4557840	4558800	nor with another eye,
4558800	4560720	for which something other is the object.
4560720	4563240	So this new shape of self-consciousness,
4563240	4566080	new shape of self-censored certainty claims,
4566080	4569600	look, I know this, and if you raise any objections
4569600	4572760	about trees or houses, things I don't know now,
4572760	4575280	that isn't this, I'm going to ignore you.
4575280	4578800	Or you could think of this as episodic sensuous certainty.
4578800	4583200	This sensuous certainty knows this, now it knows this.
4583200	4587720	And if you ask it, but now is the water bottle,
4588600	4591000	now is the pencil is no longer true,
4591000	4592760	what are you talking about?
4592760	4594560	So now it's immunized itself
4594560	4596560	against all of these Hegelian objections.
4597480	4599760	So really these earlier Hegelian objections
4599760	4604320	were just moves to get you to see the logic of the game.
4604320	4606560	Because this is where sensuous certainty
4606560	4608120	should have started from.
4608120	4612120	Because all of these problems that were brought in
4612120	4613880	were really properly speaking things
4613880	4616000	that sensuous certainty never claimed to them.
4616000	4618640	Objects that weren't sensuously present to them,
4618640	4622080	like the tree when it was only perceiving the house,
4622080	4623720	weren't only sensing the house.
4623720	4626880	Like the daytime when now is night.
4626880	4628440	And other eyes.
4628440	4630760	So now sensuous certainty doesn't want to hear anything
4630760	4632560	about a house when it's looking at a tree.
4632560	4634400	It doesn't want to hear anything about daytime
4634400	4635240	when it's night.
4635240	4636800	And it doesn't want to hear anything about eyes.
4636800	4638840	And if you raise that, it's going to tell you,
4638840	4640080	I don't know what you're talking about.
4640080	4642240	None of that's knowledge, that's all bullshit.
4642240	4643780	Don't.
4643780	4644900	I just have one question.
4644900	4647460	Is it maybe even when we're talking about something
4647460	4650060	like this thing, you could call it an object?
4650060	4655820	Or is it more just like a bundle of sense data or something?
4655820	4658660	Bundle of sense data already brings in too much.
4658660	4663220	And object is a super, super general notion.
4663220	4666180	It's literally just the accusative.
4666180	4671580	That is to say, it's what consciousness is of.
4671580	4673460	Whenever there's of-ness, there's an object.
4674420	4677180	However much you use the word object, but OK.
4677180	4680420	So at this stage, we're at the real caveman consciousness?
4680420	4683460	Except that, unlike the caveman,
4683460	4686660	it has a conception of its known.
4686660	4688040	Otherwise, the whole project wouldn't go on.
4688040	4689240	You cannot argue with cavemen.
4689240	4691580	I mean, probably you could argue with cavemen.
4691580	4694140	There's a great book about how it's called
4694140	4697060	The Dawn of Everything by Ray Rundland Groud.
4697060	4698620	And the basic idea is we all think
4698620	4703420	of a prehistoric, so-called hunter-gatherer,
4703420	4708660	societies as really boring and life-having soft.
4708660	4712100	But actually, it was probably way better.
4712100	4715100	It's just talking about consciousness
4715100	4718380	or the sense of certain telling us something.
4718380	4721020	I just wonder, because in this book,
4721020	4724580	there's a concept called cognitive impenetrability.
4724580	4728420	It says that in perception, it just perception itself.
4728620	4729980	It doesn't tell us anything.
4729980	4734780	But some people also argue that we can actually
4734780	4738260	perceive some high-order property in things,
4738260	4741300	for example, like unity, identity, and so on.
4741300	4744940	Yeah, so this conception, this model of consciousness
4744940	4748820	is several levels more primitive than anything
4748820	4751060	you would find in contemporary analytic philosophy
4751060	4752620	or cognitive science.
4752620	4754940	Because this has not been developed
4754940	4757660	because it's plausible as an account of consciousness
4757900	4759780	or because it's something that emerges naturally
4759780	4761300	from the sciences.
4761300	4766300	It's been introduced purely to get the project started.
4772740	4776580	This is way more primitive than any conception
4776580	4779340	of perceptual consciousness that you will find
4779340	4781380	in contemporary literature.
4781380	4782660	Let's just read a little bit further.
4782660	4785460	This pure immediacy, therefore, no longer has any concern
4785460	4787460	with the otherness of the here as a tree,
4787580	4788780	which is a here that is a non-tree,
4788780	4790260	nor the otherness of now is daytime,
4790260	4792060	which passes over into a now that is night,
4792060	4794860	nor with another eye, for which something other is the object.
4794860	4798180	Its truth is preserved as a self-consistent relation,
4798180	4800100	which makes no difference of essentiality
4800100	4803140	and non-essentiality between the eye and the object,
4803140	4805020	and into which, therefore, no difference at all
4805020	4806260	can force its entry.
4806260	4809480	I, this eye, assert therefore that here is a tree.
4809480	4812660	Once again, shouldn't say is a tree, just here.
4812660	4813500	Happens to be a tree.
4813500	4814980	And it's not the case that I turn around
4814980	4817020	so that the here would become for me not a tree,
4817060	4818500	or that I myself, at another time,
4818500	4819980	take the here not to be a tree,
4819980	4821480	the now not to be the daytime.
4821480	4823380	Rather, I am pure intuitive,
4823380	4826220	and I stick with, namely, that now is daytime,
4826220	4828580	or else I also stick with here is a tree.
4828580	4830880	I also do not compare the here and the now themselves
4830880	4831720	with each other.
4831720	4834220	Rather, I cling tenaciously to an immediate relation.
4834220	4835380	Now it is daytime.
4835380	4839480	So any of these previous or past experiences,
4839480	4841280	any other objects in the environment,
4841280	4844300	any other subjects are now just being completely left out
4844300	4848060	by sensuous certainty as objects of knowledge.
4848060	4851480	Since the certainty itself no longer wishes to step forward
4851480	4853340	when we draw its attention to a now that is night,
4853340	4854720	or to an eye for which it is night,
4854720	4856940	we step up to it and let ourselves point
4856940	4858380	to the now that is a certainty.
4858380	4860300	So this angles, the metaphor is supposed to be,
4860300	4863340	we now take up the standpoint of sensuous certainty.
4863340	4866300	We look out from the eyes of sensuous certainty.
4867500	4870060	Thus we must enter into the same point of time or space,
4870060	4871260	point it out to ourselves,
4871260	4873540	allow ourselves to be made into the same eye
4873700	4875340	as that is a knowing uncertainty.
4875340	4877960	Let us see therefore how what is immediate,
4877960	4880900	which is pointed out to us is composed.
4880900	4883700	Okay, so now Hegel first makes the point
4883700	4887780	that he's going to make in 106 and 107 about time.
4887780	4888820	And because it's about time,
4888820	4890760	it's a little bit more complicated.
4890760	4892300	But I'll just say it about time,
4892300	4893660	you'll get the basic structure of it,
4893660	4895900	and then we'll talk about space.
4895900	4898980	So he first makes it about now, then he makes it about here.
4898980	4901880	So the point about now is that I say,
4901880	4905140	what I know is this here now,
4906800	4909480	saying that takes a certain amount of time.
4910560	4913440	And I haven't said it until I've said all of it.
4914920	4917420	But by the time I've said it,
4917420	4919020	what I intended to say,
4920260	4923440	the object that I intended to say that I know
4923440	4926240	the beginning of that no longer is.
4927200	4930840	Because if it did, if the object persisted,
4930880	4933080	it would be a universal.
4933080	4935520	It would be a thing that's one over many.
4935520	4938160	Not a property, but a thing that can exist
4938160	4939800	at different times.
4939800	4942520	And so for consciousness,
4942520	4945960	to be able to give an account of why this here now
4946960	4950520	refers either to the first moment of the thing,
4950520	4952600	or the whole life of the thing,
4952600	4955280	it would be able to have to distinguish
4955280	4956760	the thing as a universal,
4956760	4958520	or a thing that endures through time
4958560	4961520	from its various moments of time.
4961520	4964000	And that requires mediation.
4964000	4966880	That requires a distinction among things.
4966880	4970160	And that is not something that such a certain can know.
4971800	4973060	So the idea is,
4974480	4975720	time is not,
4977160	4978960	there's more than one moment of time.
4980040	4983760	So Hegel's just assuming there's more than one moment of time.
4983760	4987280	Thinking the thought, what I know is this here now,
4987280	4990640	or what I know is this now, takes some time.
4992020	4995120	You haven't finished it until all that time has passed.
4996420	5001420	But the object, the moment of time that began,
5002120	5004680	no longer is, so either you're no longer able
5004680	5006880	to refer to that moment of time,
5006880	5010160	or you're referring to a thing that persists through time,
5010160	5012720	and that requires mediation.
5012720	5014520	That requires the idea of a thing
5014520	5016560	that exists at different times.
5018240	5020800	Is Hegel also assuming time is infinitely divisible?
5020800	5023600	I don't think he's assuming it's infinitely divisible.
5024560	5027280	I think he's assuming it's divisible.
5028160	5031200	But he might be assuming it's infinitely divisible.
5031200	5034100	The most he's assuming is that it's orbital.
5034100	5035400	He's infinitely divisible.
5035400	5037040	He's not assuming it's infinitely divided.
5037040	5041080	That is to say, there's always a smaller interval of time.
5041080	5042320	So that's the time point.
5043320	5044320	More complicated.
5044320	5046440	The here point is much simpler.
5047920	5049560	So 108.
5049560	5051040	The here that has been pointed out
5051040	5054320	and to which I cling is likewise a this here,
5054320	5057000	which is in fact not this here,
5057000	5059280	but is rather an in front of and behind
5059280	5061640	or an above and below or a right and left.
5062560	5066880	So I refer to something that is spatially complex.
5066880	5068460	That is to say, has parts.
5069380	5071960	The here, which is supposed to be pointed out,
5071960	5075520	vanishes into another here, but that one likewise vanishes.
5076520	5081520	That is to say, here could refer,
5081680	5086280	if I say here, that could refer to the whole object
5086280	5088040	or refer to any of its parts.
5089880	5092440	What is pointed out, held onto and which endures
5092440	5096160	is a negative this, which only is as the here's are taken
5096160	5098640	as they're supposed to be, but which in being so taken
5098640	5100000	have sublated themselves.
5101560	5103400	It is a simple summary of many years.
5103400	5105240	Why did you guys do this to yourself?
5105600	5109160	You could have taken bioethics instead you're reading this.
5109160	5112800	Okay, so what he means by that is
5115720	5118880	so he's assuming that physical objects
5118880	5123380	are spatially extended, so they have parts.
5123380	5125280	The thing that sensuous surgery knows
5125280	5127720	is a spatially complex object with parts.
5129960	5133500	And that means that it's spatially universal.
5133540	5136180	That is to say, it's in all of these parts.
5137940	5141900	Which means that to be conscious of it
5141900	5146440	as opposed to any of its parts requires mediation.
5146440	5149740	So why would I say this here, this here now,
5149740	5153220	am I referring to the whole book rather than its parts?
5153220	5157180	The only thing that could explain why my consciousness
5157180	5161140	is of this whole book rather than its parts
5161140	5165580	is because I'm aware of it as a book with parts
5165580	5167560	rather than as the parts.
5167560	5171460	I have to consciously separate it from its background,
5171460	5173340	from its environment, and from its parts
5173340	5176620	to be conscious of it as the whole object it is.
5176620	5179260	The same problem applies if I want to be conscious
5179260	5181380	of the page as opposed to the whole book,
5181380	5184900	I have to be conscious of the page rather than the book.
5184900	5189900	And that requires negation and that's a form of determinacy
5190020	5191500	which is a form of mediation.
5191500	5193900	And that is not allowed by essentially certainty.
5196400	5199700	The here that is meant would be the point.
5199700	5202780	However, the point is not, but rather as the point
5202780	5205060	is demonstrated as existing, the demonstrating points
5205060	5207260	to itself as showing itself to be not immediate knowing
5207260	5209180	but instead of movement from out of the many years
5209180	5210900	which we meant into the universal here,
5210900	5212420	which is a simple plurality of years
5212420	5214900	in the way that the daytime is a simple plurality of that.
5214900	5215740	What does that mean?
5215740	5218980	What that means is Hegel admits the existence
5219020	5222060	of spatial points, but they have their being
5223380	5227900	in being the intersection of lines,
5227900	5231700	which have their being in being the intersection of planes,
5231700	5234620	which have their being in being the intersection of solids.
5234620	5237940	That is to say, to be conscious of a point
5239220	5241900	is mediated by consciousness of the line
5241900	5243780	that intersects at that point.
5243780	5246800	So consciousness of a point is totally okay,
5246800	5249360	but it's immediate.
5249360	5250960	Okay, now what is Hegel assuming
5250960	5252880	about the composition of space here?
5252880	5257880	He's assuming that it is infinitely divisible
5260640	5262640	because if there were,
5264840	5267720	he seems to be assuming that it's infinitely divisible.
5267720	5269240	I'd have to think about whether this argument
5269240	5271000	could work without that assumption,
5271000	5272480	but he does seem to be assuming that.
5272480	5273320	Okay.
5274320	5277880	Okay, so the idea is sensuous certainty says,
5277880	5280560	okay, look, forget all these other objects.
5280560	5282040	All I know is this here now,
5283220	5287640	but now why is its consciousness of the whole pencil
5288520	5289960	rather than the tip of the pencil,
5289960	5290960	the upper half of the pencil,
5290960	5292560	the lower half of the pencil,
5292560	5294960	the color of the pencil, et cetera?
5294960	5297280	The only thing that it could do that
5297280	5299320	is because it's conscious of this thing
5299320	5300680	as a unity of parts,
5301560	5306560	which means it has to have a conception of the whole
5307480	5309000	as opposed to the parts.
5310400	5311520	That's just to say,
5311520	5316520	it has to have mediacy within the content of its consciousness.
5321200	5323120	Okay, so now to go back to this,
5323120	5326040	so one of the classic worries
5326040	5330120	about Hegel's critique of sensuous certainty
5330240	5333440	is that he's putting in sensuous certainty
5333440	5335720	the amount of things that sensuous certainty
5335720	5337300	doesn't have to say.
5337300	5339800	This is Zopan's question about,
5339800	5341960	it's caveman consciousness.
5341960	5345720	Now, if sensuous certainty was literally just mute,
5346620	5348840	like staring at things,
5348840	5350880	without any conception of itself as knowing,
5350880	5353320	obviously Hegel's critique would not be imminent,
5354360	5356200	but that just means that that can't possibly
5356200	5358280	be the project of the world.
5358760	5363440	So a shape of consciousness is a shape of consciousness.
5363440	5364520	That is to say,
5364520	5367060	it's something that has a conception of itself
5367060	5368880	as relating to an object.
5368880	5371720	That means it has to have a conception
5371720	5375920	of why its consciousness is a consciousness of its object.
5378640	5383160	And Hegel is assuming that the consciousness
5383160	5387920	of the sensuous certainty's consciousness of its object,
5387920	5391520	if that consciousness is not conceptually mediated,
5391520	5396520	can't be a consciousness of a whole thing apart.
5400200	5404480	Can you just explain what exactly the sensuous certainty
5404480	5407880	person can afford to distinguish without concepts?
5407880	5409360	Is it between particulars,
5409360	5412120	or is it between the concept of a universal
5412120	5414760	and that of a particular?
5414760	5416640	So what it can say,
5416680	5419840	so we're allowing it to say things in answer to us,
5419840	5420920	which involves concepts,
5422240	5425120	but what it can know involves no concepts.
5427320	5429120	In sorry, it involves no universals.
5430480	5432480	All it knows is this here now.
5436160	5440560	So he tries to avoid Hegel's critique
5440560	5443160	by claiming that this here now is not a universal
5443160	5445040	because it doesn't care about the other instances,
5445040	5446360	it just cares about this.
5447240	5449280	But Hegel's point is that even this,
5449280	5451160	being conscious of this,
5451160	5453200	requires consciousness of a universal.
5453200	5456320	It requires a consciousness of a one over man.
5456320	5458240	And that means it requires consciousness
5458240	5460520	of the one as being distinct from them,
5460520	5464600	which is determinism, and that's a kind of mediation.
5466600	5469320	Now, let's go a little bit further.
5472240	5475560	109, it is clear both that the dialectic
5475600	5479760	of sensuous certainty is nothing but the simple history
5479760	5483040	of its movement that is its experience.
5483040	5486240	So the dialectic of sensuous certainty
5486240	5490800	is just this sequence of experiences,
5490800	5495800	which is to say its awareness of apparent contradictions
5496600	5499720	between its consciousness of the object and the object
5499720	5501440	and attempts to resolve them.
5501440	5503640	And that sensuous certainty itself is nothing
5503640	5505360	but just this history.
5505480	5507280	So the shape of consciousness,
5507280	5510960	Hegel's now identifying with its own experience.
5510960	5512600	Or sensuous certainty is,
5512600	5514440	this is not something happening to sensuous certainty
5514440	5517160	on that side, we're not doing anything to sensuous certainty.
5517160	5520000	Sensuous certainty, just purely the concept
5520000	5522920	of sensuous certainty when thought thread
5522920	5524680	generates these problems.
5524680	5528200	For that reason, natural consciousness also proceeds
5528200	5531800	to this result, what is the true in sensuous certainty
5531800	5533920	to keep pressing the other forward.
5533920	5536280	It learns from experience about it,
5536280	5538560	but then it likewise forgets it,
5538560	5540880	and then it starts the whole movement all over again
5540880	5542360	right from the beginning.
5542360	5543760	It is thus a bit astonishing
5543760	5545600	when in the face of this experience,
5545600	5547640	it is set up as a philosophical assertion,
5547640	5549320	whereas a universal experience,
5549320	5551320	or even as the outcome of skepticism,
5551320	5554960	that the reality or the being of external things as this
5554960	5559760	or as sensuous is to have absolute truth for consciousness.
5559760	5564760	Such an assertion does not say at,
5564760	5567600	does not say at the same, does not at the same time
5567600	5569160	know what it is saying.
5569160	5570920	It does not know what it is saying,
5570920	5573520	the opposite of what it wants to say.
5573520	5576040	So sensuous certainty wants to say
5576040	5578920	that the object of consciousness is the pencil
5578920	5582600	in saying, all I know is this.
5582600	5585840	But actually, this is a universal.
5585840	5589160	In fact, this is the most abstract universal,
5589160	5591440	because everything is a this.
5591440	5594720	So now, let me turn to the theme
5597440	5599960	that I said I would talk about, which is being.
5603600	5608600	So sensuous certainty's official view is I know this.
5614560	5617440	Now Hegel sometimes says what it knows is,
5617440	5622440	I know this is, but that makes the object of consciousness
5624160	5626400	complex, that is to say there's a difference
5626400	5629240	between the subject and the predicate.
5629240	5630560	You can't have that.
5630560	5633000	So we're properly speaking, what it knows is this.
5635920	5640480	But we can also just characterize that object as it.
5640480	5644120	What it knows is it, or being.
5645120	5650680	Now the object of consciousness has to be completely immediate.
5653920	5660120	Immediacy goes with indeterminacy.
5660120	5661760	Why?
5661760	5670920	Because immediacy is the same or goes with determinacy.
5670920	5672680	If something is determinate, it's
5672680	5674680	one thing rather than another, it
5674680	5678720	is what it is in virtue of what it is not.
5678720	5683920	So if something has a determinate color, it's red.
5683920	5688400	It's red in virtue of not being blue.
5688400	5691240	Likewise, if something is mediated,
5691240	5693320	it has to be mediated by something else.
5693320	5696480	So it has to be determinately, not that.
5696480	5699120	Now, there is this thing called self-mediation in Hegel.
5699120	5700920	Something can mediate itself.
5700920	5703680	But then there's a difference, there's
5703680	5708280	determinacy between the role of the thing as mediator
5708280	5710600	and the very same thing as mediator.
5710600	5712080	So wherever there's mediation, there's
5712080	5714840	determinacy, wherever there's determinacy, there's mediator.
5714840	5719600	So wherever there's lack of mediacy,
5719600	5722320	wherever there's immediacy, there's indeterminacy.
5722320	5726000	So what if I know is this and it's immediate,
5726000	5728120	it's an indeterminate this.
5728120	5730000	Now, this is all stuff that we are saying.
5730080	5732680	This is not something that consciousness gets at.
5732680	5736320	This is for us, not for some sensuous certainty.
5736320	5740440	What I know is the indeterminate this.
5740440	5742840	So what sensuous certainty is saying
5742840	5746880	is I know this, which is not just the cosmos.
5746880	5749000	Because the cosmos is a determinate this.
5749000	5752960	It's the most indeterminate possible this.
5752960	5755840	Another way of putting that is what consciousness knows
5755840	5759520	is not this determinate being, but completely indeterminate
5759880	5761240	being.
5761240	5767360	What it knows is being, pure being.
5767360	5768840	OK.
5768840	5771560	That means there's a structural parallel,
5771560	5773760	this is just to anticipate a couple of things,
5773760	5775760	between sensuous certainty and the beginning
5775760	5778280	of the science of logic.
5778280	5780600	The beginning of the first category of the science
5780600	5782480	of logic is pure being.
5782480	5783120	OK.
5783120	5785520	Now, question.
5785520	5788800	I myself am not really sure what I want to say about this.
5789800	5793240	So Hegel draws a distinction between what sensuous certainty
5793240	5796960	says and what it means.
5796960	5801680	What it says it knows is pure being,
5801680	5804440	completely indeterminate being.
5804440	5807600	You take away all immediacy, you take all way determinacy.
5807600	5810920	It's not that I know this being, because this being is
5810920	5813680	this being, a virtue of not being, some other being.
5813680	5817520	It's a determinate being, or a specific being,
5817520	5819880	mediated by some other being.
5819880	5821520	So completely immediate being, which
5821520	5825280	is the absolutely pure, general being.
5825280	5827560	Not just not even God, because God is traditionally
5827560	5829920	conceived of as a being, a very special being,
5829920	5833200	but one being among others, just pure being.
5833200	5835320	So what Hegel says is sensuous certainty
5835320	5837960	says what it knows is pure being.
5837960	5844040	But what it means is it knows this being, this particular
5844040	5844520	being.
5844520	5851240	And so this contrast, this conflict,
5851240	5855120	shows that this form of consciousness is incoherent.
5855120	5858800	But you could argue on behalf of sensuous certainty.
5858800	5860600	No.
5860600	5862560	What you've shown is that sensuous certainty
5862560	5864960	knows pure being.
5864960	5866760	Now, I'm not sure what to do with that.
5869760	5873000	And I want to leave this open, because one
5873000	5874880	of the big problems in the science of logic
5874880	5878680	is why, what entitles us to go beyond pure being?
5878680	5881880	So why can't sensuous, why isn't Hegel just proven
5881880	5886480	that what knowing is is the knowing of pure being?
5886480	5887720	Done.
5887720	5889280	Book ends.
5889280	5899240	Now, one thing that Hegel could say is, look,
5899240	5902480	it might be that knowing is just the pure knowing
5902480	5903840	of pure being.
5903840	5906760	But that's not sensuous.
5906760	5909000	Whatever your access to pure being is,
5909000	5911000	it's not through the senses.
5911000	5917800	So that definitely is not what sensuous certainty means to me.
5917800	5920520	It may be what it says, but it doesn't mean to me.
5920520	5922240	So I just want to flag that.
5922240	5926840	So this distinction between what sensuous certainty says
5926840	5929800	and what it means.
5929800	5934440	So first of all, general irony of the phenomenology.
5934440	5936800	What is for consciousness is not always
5936800	5938320	the same as what is for us.
5938320	5942200	So certain things will seem a certain way to consciousness,
5942200	5946840	but the observer can see that it's not that way.
5946840	5948960	Irony is when the apparent meaning
5948960	5950760	is different from the actual meaning.
5950760	5955600	So Oedipus is like, why is there this plague affecting Athens?
5955600	5957400	Someone must have cured it in some terrible crime.
5957400	5958200	I wonder who it is.
5958200	5960480	And we're like, we all know why.
5960480	5963160	So likewise, there's an irony here
5963160	5966240	in that sensuous certainty thinks
5966240	5971480	that what it knows is the super concrete sensuous particulars.
5971480	5975760	What it really knows is the most abstract thing of all, pure being.
5975760	5979240	Now, the other thing, there's a sort of historical irony here
5979240	5986840	in that there's a famous objection by this guy named
5986840	5992320	Krug to basically Hegel and all of his pals,
5992320	5995320	Fichte Schelling and Hegel, that these guys are just
5995320	5998480	talking about these complete abstractions.
5998480	6000480	This is all bullshit.
6000480	6003000	The this is bullshit reaction to German idealism
6003000	6004080	has an excellent pedigree.
6004080	6008240	The number one, the great advocate
6008240	6011680	of the this is bullshit reaction is Schopenhauer.
6011680	6015480	Unfortunately for Schopenhauer, his position is just Schelling's.
6015480	6018480	So Schelling is bullshit.
6021400	6024280	So when Krug says someplace, I can't remember where he says this.
6024280	6027560	He says, look, these guys talk about deducing all this stuff
6027560	6030840	from pure self-conscious, just the concept of knowing.
6030840	6032920	OK, I'll have you a challenge.
6032920	6035000	Deduce this pen.
6035000	6039360	So the idea is that in these systems of German idealism,
6039360	6042120	we never get to concrete particulars,
6042120	6046000	that somehow they've erased all particularity or singularity
6046000	6048360	in these super abstract notions.
6048360	6050320	So the other irony of such uncertainty
6050320	6056760	is Hegel is arguing that this, the thing that Krug
6056760	6058760	is demanding a deduction of, the thing that's
6058760	6062200	supposed to be the most concrete particular thing possible,
6062200	6063800	the German idealism could ever grasp
6063800	6068360	is, in fact, the most abstract, purely.
6068360	6070480	OK.
6070480	6074400	Let me just think for a moment how much more I actually
6074400	6079160	want to say.
6079160	6081120	OK, questions.
6081120	6082680	Yes.
6082680	6086280	I still kind of wonder how those questions tell you something.
6086280	6088840	It doesn't be like your perception itself
6088840	6089920	has already information.
6089920	6091560	It's not like three sides.
6091560	6094080	Or is it that I have this perception,
6094080	6097480	but what it says, what it tells, involves
6097480	6101840	some sort of inner tone, some kind of conceptualization.
6101840	6104280	So you're asking the question that's
6104280	6105840	not the question of phenomenology.
6105840	6109280	You're asking the question, what is perceptual experience?
6109280	6110680	The question of the phenomenology
6110680	6115200	is start with shapes of consciousness
6115200	6117480	and then undermine them internally.
6117480	6119440	So sensuous certainty, as I said before,
6119440	6123400	is not as complex as the thing you're taking into it.
6123400	6127280	It's a philosopher's construct.
6127280	6133040	It's just immediate sensuous apprehension of intent.
6133040	6137520	It means, in particular, what it says is a universal.
6137520	6139160	There were questions for you, Isaac.
6139160	6143360	Yeah, so is the pure being here, Mass Hegel poet,
6143360	6148960	is that somewhat similar to Heidegger's being or not?
6148960	6151480	So Tark and I taught a whole seminar about this.
6151480	6154000	And I'm not sure what conclusion we came to.
6154000	6163240	But there's no simple answer to that question.
6163240	6167680	And insofar as there is one, the answer has to be no.
6167680	6172320	Because being is what Dasein understands.
6172320	6175840	And pure being for Hegel has no relationship
6175840	6178000	to any particular being.
6178040	6179720	It has to be more general than that.
6179720	6181120	Yeah.
6181120	6185320	So if subject is purely receptive,
6185320	6192480	how do we know the object that we perceive for first time?
6192480	6197680	Once again, for sensuous certainty,
6197680	6202360	knowing an object just is apprehending it.
6202360	6203960	So when you see it for the first time,
6203960	6206280	you know it as well as you will ever know it,
6206280	6207800	as well as you know anything.
6207880	6209680	For the first time, for the second time,
6209680	6213560	those are only relevant if knowledge is something more
6213560	6216040	than just apprehending something.
6216040	6219760	More than just, I mean, and sensuous certainty
6219760	6222280	has a, when I say apprehension, has a superminable notion
6222280	6223520	of apprehension.
6223520	6225760	It's not even the Kantian thing where in apprehension,
